 seg ,TOTN,TOTP
PS2_6730_6660,    1.0123,    0.9888
PS0_6150_6160,    1.0123,    0.9888
PS2_6660_6490,    1.0123,    0.9888
PS3_6460_6230,    1.0123,    0.9888
PS3_5990_6161,    1.0123,    0.9888
PS2_6490_6420,    1.0123,    0.9888
PS0_6160_6161,    1.0123,    0.9888
PS2_6420_6360,    1.0123,    0.9888
PS3_6161_6280,    1.0123,    0.9888
PS3_6280_6230,    1.0123,    0.9888
PS4_6230_6360,    1.0123,    0.9888
PS4_6360_5840,    1.0123,    0.9888
PS4_5840_5240,    1.0123,    0.9888
PS5_5240_5200,    1.0123,    0.9888
PU0_3000_3090,    0.9843,    0.3714
PU2_3090_4050,    0.9843,    0.3714
PU2_2790_3290,    1.0107,    0.9700
PU3_2510_3290,    1.0107,    0.9700
PU3_3290_3390,    1.0107,    0.9700
PM2_2860_3040,    1.1110,    0.9623
PL0_4510_0001,    1.0666,    1.0655
PU2_3180_3370,    1.3443,    1.1547
PU2_6050_5190,    1.3443,    1.1547
PU2_3370_4020,    1.3443,    1.1547
PU2_4360_4160,    1.3443,    1.1547
PU0_6080_5620,    1.3443,    1.1547
PU1_3170_3580,    1.3443,    1.1547
PU2_4160_3930,    1.3443,    1.1547
PU2_5190_4310,    1.3443,    1.1547
PU1_5520_5210,    1.3443,    1.1547
PU2_3140_3680,    1.3443,    1.1547
PU1_3580_3780,    1.3443,    1.1547
PU1_3940_3970,    1.3443,    1.1547
PU1_5820_5380,    1.3443,    1.1547
PU0_5620_5380,    1.3443,    1.1547
PU2_5700_5210,    1.3443,    1.1547
PU3_3680_3890,    1.3443,    1.1547
PU1_3850_4190,    1.3443,    1.1547
PU3_5210_5050,    1.3443,    1.1547
PU1_5380_5050,    1.3443,    1.1547
PU4_5050_4310,    1.3443,    1.1547
PU4_4310_4210,    1.3443,    1.1547
PU1_4840_4760,    1.3443,    1.1547
PU1_4190_4300,    1.3443,    1.1547
PU4_4210_4170,    1.3443,    1.1547
PU2_4720_4750,    1.3443,    1.1547
PU1_4760_4450,    1.3443,    1.1547
PU1_4300_4440,    1.3443,    1.1547
PU2_4750_4450,    1.3443,    1.1547
PU3_4450_4440,    1.3443,    1.1547
PU4_4440_3970,    1.3443,    1.1547
PU4_3970_3890,    1.3443,    1.1547
PU4_3890_3990,    1.3443,    1.1547
PU4_3990_3780,    1.3443,    1.1547
PU4_3780_3930,    1.3443,    1.1547
PU5_3930_4170,    1.3443,    1.1547
PU5_4170_4020,    1.3443,    1.1547
PU6_4020_3870,    1.3443,    1.1547
PS2_5550_5560,    1.0480,    0.9924
PS2_5560_5100,    1.0480,    0.9924
PS3_5100_5080,    1.0480,    0.9924
