TABLE->,ICE-FLAG,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT2,SNOW-INIT2,SNOW-INIT2
A24033,1,38.8262,144.61,0.05,1.3,1.203,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.203,0,0.9
A24035,1,39.0717,50.01,0.05,1.3,1.07,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.07,0,0.9
A24037,1,38.3057,75.08,0.05,1.3,1.105,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.105,0,0.9
A24039,1,38.1237,14.14,0.05,1.3,1.02,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.02,0,0.9
A24041,1,38.7756,30.55,0.05,1.3,1.043,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.043,0,0.9
A24043,1,39.607,558.93,0.05,1.3,1.785,0.12,32,0.13,0.5,0.03,0.03,0.822,0,0,0.15,100,30,1.785,0,0.9
A24045,1,38.3729,35.35,0.05,1.3,1.05,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.05,0,0.9
A24047,1,38.2203,25.77,0.05,1.3,1.036,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.036,0,0.9
A24510,1,39.3086,187.45,0.05,1.3,1.263,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.263,0,0.9
A36003,1,42.2574,1775.12,0.05,1.3,3.492,0.12,32,0.13,0.5,0.03,0.03,4.224,0,0,0.15,100,30,3.492,0,0.9
A36007,1,42.1594,1299.98,0.05,1.3,2.825,0.12,32,0.13,0.5,0.03,0.03,2.742,0,0,0.15,100,30,2.825,0,0.9
A36015,1,42.1413,1268.14,0.05,1.3,2.78,0.12,32,0.13,0.5,0.03,0.03,2.628,0,0,0.15,100,30,2.78,0,0.9
A36017,1,42.4933,1371.26,0.05,1.3,2.925,0.12,32,0.13,0.5,0.03,0.03,2.946,0,0,0.15,100,30,2.925,0,0.9
A36023,1,42.595,1420.76,0.05,1.3,2.995,0.12,32,0.13,0.5,0.03,0.03,4.128,0,0,0.15,100,30,2.995,0,0.9
A36025,1,42.1981,1720.63,0.05,1.3,3.416,0.12,32,0.13,0.5,0.03,0.03,5.166,0,0,0.15,100,30,3.416,0,0.9
A36043,1,43.4196,1122.05,0.05,1.3,2.575,0.12,32,0.13,0.5,0.03,0.03,4.89,0,0,0.15,100,30,2.575,0,0.9
A36051,1,42.7281,980.86,0.05,1.3,2.377,0.12,32,0.13,0.5,0.03,0.03,4.452,0,0,0.15,100,30,2.377,0,0.9
A36053,1,42.9129,1196.94,0.05,1.3,2.68,0.12,32,0.13,0.5,0.03,0.03,4.638,0,0,0.15,100,30,2.68,0,0.9
A36065,1,43.2418,900.82,0.05,1.3,2.265,0.12,32,0.13,0.5,0.03,0.03,4.866,0,0,0.15,100,30,2.265,0,0.9
A36067,1,43.0058,889.44,0.05,1.3,2.249,0.12,32,0.13,0.5,0.03,0.03,4.92,0,0,0.15,100,30,2.249,0,0.9
A36069,1,42.8529,832.78,0.05,1.3,2.169,0.12,32,0.13,0.5,0.03,0.03,4.47,0,0,0.15,100,30,2.169,0,0.9
A36077,1,42.6339,1483.5,0.05,1.3,3.083,0.12,32,0.13,0.5,0.03,0.03,5.148,0,0,0.15,100,30,3.083,0,0.9
A36095,1,42.5882,1290.13,0.05,1.3,2.811,0.12,32,0.13,0.5,0.03,0.03,5.112,0,0,0.15,100,30,2.811,0,0.9
A36097,1,42.395,1298.36,0.05,1.3,2.823,0.12,32,0.13,0.5,0.03,0.03,4.32,0,0,0.15,100,30,2.823,0,0.9
A36101,1,42.2677,1660.29,0.05,1.3,3.331,0.12,32,0.13,0.5,0.03,0.03,4.302,0,0,0.15,100,30,3.331,0,0.9
A36107,1,42.1703,1214.82,0.05,1.3,2.706,0.12,32,0.13,0.5,0.03,0.03,2.382,0,0,0.15,100,30,2.706,0,0.9
A36109,1,42.452,1186.43,0.05,1.3,2.666,0.12,32,0.13,0.5,0.03,0.03,2.91,0,0,0.15,100,30,2.666,0,0.9
A36123,1,42.6348,1050.43,0.05,1.3,2.475,0.12,32,0.13,0.5,0.03,0.03,4.434,0,0,0.15,100,30,2.475,0,0.9
A37001,1,36.044,608.44,0.05,1.3,1.854,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.854,0,0.9
A37005,1,36.4534,3229.87,0.05,1.3,5.534,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.534,0,0.9
A37009,1,36.4437,3399.58,0.05,1.3,5.773,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.773,0,0.9
A37033,1,36.3934,578.88,0.05,1.3,1.813,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.813,0,0.9
A37067,1,36.1304,853.28,0.05,1.3,2.198,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.198,0,0.9
A37077,1,36.304,427.78,0.05,1.3,1.601,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.601,0,0.9
A37081,1,36.0794,779.11,0.05,1.3,2.094,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.094,0,0.9
A37131,1,36.4178,94.9,0.05,1.3,1.133,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.133,0,0.9
A37135,1,36.0614,580.72,0.05,1.3,1.815,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.815,0,0.9
A37145,1,36.3901,559.72,0.05,1.3,1.786,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.786,0,0.9
A37157,1,36.3961,716.4,0.05,1.3,2.006,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.006,0,0.9
A37169,1,36.4018,965.65,0.05,1.3,2.356,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.356,0,0.9
A37171,1,36.4148,1221.07,0.05,1.3,2.714,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.714,0,0.9
A37181,1,36.3647,388.34,0.05,1.3,1.545,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.545,0,0.9
A37185,1,36.3966,305.28,0.05,1.3,1.429,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.429,0,0.9
A37189,1,36.2313,3318.94,0.05,1.3,5.66,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.66,0,0.9
A42001,1,39.8613,578.4,0.05,1.3,1.812,0.12,32,0.13,0.5,0.03,0.03,1.572,0,0,0.15,100,30,1.812,0,0.9
A42009,1,39.9962,1276.29,0.05,1.3,2.792,0.12,32,0.13,0.5,0.03,0.03,3.084,0,0,0.15,100,30,2.792,0,0.9
A42011,1,40.4162,505.72,0.05,1.3,1.71,0.12,32,0.13,0.5,0.03,0.03,1.2,0,0,0.15,100,30,1.71,0,0.9
A42013,1,40.4813,1253.53,0.05,1.3,2.76,0.12,32,0.13,0.5,0.03,0.03,3.756,0,0,0.15,100,30,2.76,0,0.9
A42015,1,41.8211,1300.45,0.05,1.3,2.826,0.12,32,0.13,0.5,0.03,0.03,2.214,0,0,0.15,100,30,2.826,0,0.9
A42021,1,40.4954,1941.39,0.05,1.3,3.726,0.12,32,0.13,0.5,0.03,0.03,4.26,0,0,0.15,100,30,3.726,0,0.9
A42023,1,41.4368,1570.65,0.05,1.3,3.205,0.12,32,0.13,0.5,0.03,0.03,4.47,0,0,0.15,100,30,3.205,0,0.9
A42025,1,40.9184,922.83,0.05,1.3,2.296,0.12,32,0.13,0.5,0.03,0.03,4.206,0,0,0.15,100,30,2.296,0,0.9
A42027,1,40.8777,1169.82,0.05,1.3,2.642,0.12,32,0.13,0.5,0.03,0.03,4.128,0,0,0.15,100,30,2.642,0,0.9
A42029,1,39.9732,469.84,0.05,1.3,1.66,0.12,32,0.13,0.5,0.03,0.03,1.08,0,0,0.15,100,30,1.66,0,0.9
A42033,1,41.0003,1625.3,0.05,1.3,3.282,0.12,32,0.13,0.5,0.03,0.03,3.534,0,0,0.15,100,30,3.282,0,0.9
A42035,1,41.2945,1344.93,0.05,1.3,2.888,0.12,32,0.13,0.5,0.03,0.03,1.818,0,0,0.15,100,30,2.888,0,0.9
A42037,1,41.0487,881.25,0.05,1.3,2.237,0.12,32,0.13,0.5,0.03,0.03,1.554,0,0,0.15,100,30,2.237,0,0.9
A42041,1,40.1942,569.21,0.05,1.3,1.799,0.12,32,0.13,0.5,0.03,0.03,1.104,0,0,0.15,100,30,1.799,0,0.9
A42043,1,40.4968,624.1,0.05,1.3,1.876,0.12,32,0.13,0.5,0.03,0.03,1.686,0,0,0.15,100,30,1.876,0,0.9
A42047,1,41.4252,1814.75,0.05,1.3,3.548,0.12,32,0.13,0.5,0.03,0.03,4.302,0,0,0.15,100,30,3.548,0,0.9
A42055,1,39.8809,676.45,0.05,1.3,1.95,0.12,32,0.13,0.5,0.03,0.03,3.342,0,0,0.15,100,30,1.95,0,0.9
A42057,1,39.9255,939.31,0.05,1.3,2.319,0.12,32,0.13,0.5,0.03,0.03,2.892,0,0,0.15,100,30,2.319,0,0.9
A42061,1,40.4182,962.99,0.05,1.3,2.352,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.352,0,0.9
A42063,1,40.6521,1447.66,0.05,1.3,3.032,0.12,32,0.13,0.5,0.03,0.03,4.152,0,0,0.15,100,30,3.032,0,0.9
A42065,1,41.1281,1606.81,0.05,1.3,3.256,0.12,32,0.13,0.5,0.03,0.03,4.392,0,0,0.15,100,30,3.256,0,0.9
A42067,1,40.5311,651.86,0.05,1.3,1.915,0.12,32,0.13,0.5,0.03,0.03,1.872,0,0,0.15,100,30,1.915,0,0.9
A42069,1,41.437,1389.02,0.05,1.3,2.95,0.12,32,0.13,0.5,0.03,0.03,2.34,0,0,0.15,100,30,2.95,0,0.9
A42071,1,40.0424,468.78,0.05,1.3,1.658,0.12,32,0.13,0.5,0.03,0.03,0.858,0,0,0.15,100,30,1.658,0,0.9
A42075,1,40.3632,518.39,0.05,1.3,1.728,0.12,32,0.13,0.5,0.03,0.03,0.858,0,0,0.15,100,30,1.728,0,0.9
A42079,1,41.159,1045.23,0.05,1.3,2.467,0.12,32,0.13,0.5,0.03,0.03,1.518,0,0,0.15,100,30,2.467,0,0.9
A42081,1,41.4325,1480.87,0.05,1.3,3.079,0.12,32,0.13,0.5,0.03,0.03,4.62,0,0,0.15,100,30,3.079,0,0.9
A42083,1,41.8078,1775.8,0.05,1.3,3.493,0.12,32,0.13,0.5,0.03,0.03,4.68,0,0,0.15,100,30,3.493,0,0.9
A42087,1,40.6109,770.77,0.05,1.3,2.082,0.12,32,0.13,0.5,0.03,0.03,3.492,0,0,0.15,100,30,2.082,0,0.9
A42093,1,41.0281,665.46,0.05,1.3,1.934,0.12,32,0.13,0.5,0.03,0.03,1.332,0,0,0.15,100,30,1.934,0,0.9
A42097,1,40.852,676.13,0.05,1.3,1.949,0.12,32,0.13,0.5,0.03,0.03,3.624,0,0,0.15,100,30,1.949,0,0.9
A42099,1,40.3984,650.55,0.05,1.3,1.913,0.12,32,0.13,0.5,0.03,0.03,1.878,0,0,0.15,100,30,1.913,0,0.9
A42105,1,41.745,2019.25,0.05,1.3,3.835,0.12,32,0.13,0.5,0.03,0.03,4.938,0,0,0.15,100,30,3.835,0,0.9
A42107,1,40.7059,867.86,0.05,1.3,2.218,0.12,32,0.13,0.5,0.03,0.03,1.596,0,0,0.15,100,30,2.218,0,0.9
A42109,1,40.7699,673.97,0.05,1.3,1.946,0.12,32,0.13,0.5,0.03,0.03,1.704,0,0,0.15,100,30,1.946,0,0.9
A42111,1,39.9725,2174.59,0.05,1.3,4.053,0.12,32,0.13,0.5,0.03,0.03,4.452,0,0,0.15,100,30,4.053,0,0.9
A42113,1,41.446,1663.61,0.05,1.3,3.336,0.12,32,0.13,0.5,0.03,0.03,5.076,0,0,0.15,100,30,3.336,0,0.9
A42115,1,41.8214,1406.13,0.05,1.3,2.974,0.12,32,0.13,0.5,0.03,0.03,2.706,0,0,0.15,100,30,2.974,0,0.9
A42117,1,41.7706,1639.62,0.05,1.3,3.302,0.12,32,0.13,0.5,0.03,0.03,4.32,0,0,0.15,100,30,3.302,0,0.9
A42119,1,40.9618,710.05,0.05,1.3,1.997,0.12,32,0.13,0.5,0.03,0.03,4.392,0,0,0.15,100,30,1.997,0,0.9
A42127,1,41.6487,1468.43,0.05,1.3,3.062,0.12,32,0.13,0.5,0.03,0.03,2.61,0,0,0.15,100,30,3.062,0,0.9
A42131,1,41.5421,1046.4,0.05,1.3,2.469,0.12,32,0.13,0.5,0.03,0.03,1.836,0,0,0.15,100,30,2.469,0,0.9
A42133,1,39.919,642.87,0.05,1.3,1.903,0.12,32,0.13,0.5,0.03,0.03,1.668,0,0,0.15,100,30,1.903,0,0.9
A47091,1,36.4549,2903.76,0.05,1.3,5.077,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.077,0,0.9
A47163,1,36.5129,1699.48,0.05,1.3,3.386,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.386,0,0.9
A51001,1,37.75,24.52,0.05,1.3,1.034,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.034,0,0.9
A51003,1,38.003,553.19,0.05,1.3,1.777,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.777,0,0.9
A51005,1,37.7858,1733.82,0.05,1.3,3.434,0.12,32,0.13,0.5,0.03,0.03,2.268,0,0,0.15,100,30,3.434,0,0.9
A51007,1,37.336,329.4,0.05,1.3,1.462,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.462,0,0.9
A51009,1,37.5698,771.71,0.05,1.3,2.083,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.083,0,0.9
A51011,1,37.3722,693.6,0.05,1.3,1.974,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.974,0,0.9
A51013,1,38.8803,351.05,0.05,1.3,1.493,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.493,0,0.9
A51015,1,38.1508,1491.39,0.05,1.3,3.094,0.12,32,0.13,0.5,0.03,0.03,2.196,0,0,0.15,100,30,3.094,0,0.9
A51017,1,38.0664,2142.95,0.05,1.3,4.009,0.12,32,0.13,0.5,0.03,0.03,2.814,0,0,0.15,100,30,4.009,0,0.9
A51019,1,37.4112,1190.81,0.05,1.3,2.672,0.12,32,0.13,0.5,0.03,0.03,0.63,0,0,0.15,100,30,2.672,0,0.9
A51021,1,37.134,2720.54,0.05,1.3,4.819,0.12,32,0.13,0.5,0.03,0.03,1.218,0,0,0.15,100,30,4.819,0,0.9
A51023,1,37.554,1200.41,0.05,1.3,2.685,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.685,0,0.9
A51025,1,36.7648,292.96,0.05,1.3,1.411,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.411,0,0.9
A51027,1,37.2666,1903.18,0.05,1.3,3.672,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.672,0,0.9
A51029,1,37.5722,502.56,0.05,1.3,1.706,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.706,0,0.9
A51031,1,37.2056,700.85,0.05,1.3,1.984,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.984,0,0.9
A51033,1,38.0007,168.44,0.05,1.3,1.236,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.236,0,0.9
A51035,1,36.7423,2547.38,0.05,1.3,4.576,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.576,0,0.9
A51036,1,37.3603,69.07,0.05,1.3,1.097,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.097,0,0.9
A51037,1,37.0116,514.53,0.05,1.3,1.722,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.722,0,0.9
A51041,1,37.3791,204.5,0.05,1.3,1.287,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.287,0,0.9
A51043,1,39.1131,574.53,0.05,1.3,1.807,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.807,0,0.9
A51045,1,37.4614,2068.81,0.05,1.3,3.904,0.12,32,0.13,0.5,0.03,0.03,1.896,0,0,0.15,100,30,3.904,0,0.9
A51047,1,38.4861,388.79,0.05,1.3,1.546,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.546,0,0.9
A51049,1,37.512,371.67,0.05,1.3,1.522,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.522,0,0.9
A51051,1,37.1255,1942.21,0.05,1.3,3.727,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.727,0,0.9
A51053,1,37.0758,246.3,0.05,1.3,1.346,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.346,0,0.9
A51057,1,37.9393,101.79,0.05,1.3,1.143,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.143,0,0.9
A51059,1,38.844,249.32,0.05,1.3,1.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.35,0,0.9
A51061,1,38.7271,475.34,0.05,1.3,1.667,0.12,32,0.13,0.5,0.03,0.03,0.726,0,0,0.15,100,30,1.667,0,0.9
A51063,1,36.9316,2592.35,0.05,1.3,4.639,0.12,32,0.13,0.5,0.03,0.03,1.032,0,0,0.15,100,30,4.639,0,0.9
A51065,1,37.8418,394.34,0.05,1.3,1.554,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.554,0,0.9
A51067,1,36.9808,1102.94,0.05,1.3,2.548,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.548,0,0.9
A51069,1,39.2078,795.88,0.05,1.3,2.117,0.12,32,0.13,0.5,0.03,0.03,2.514,0,0,0.15,100,30,2.117,0,0.9
A51071,1,37.3674,2181.24,0.05,1.3,4.062,0.12,32,0.13,0.5,0.03,0.03,1.062,0,0,0.15,100,30,4.062,0,0.9
A51073,1,37.4246,53.78,0.05,1.3,1.076,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.076,0,0.9
A51075,1,37.722,290.26,0.05,1.3,1.408,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.408,0,0.9
A51077,1,36.647,2630.08,0.05,1.3,4.692,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.692,0,0.9
A51079,1,38.2637,602.24,0.05,1.3,1.845,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.845,0,0.9
A51081,1,36.6758,152,0.05,1.3,1.213,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.213,0,0.9
A51083,1,36.767,470.13,0.05,1.3,1.66,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.66,0,0.9
A51085,1,37.7603,202.67,0.05,1.3,1.285,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.285,0,0.9
A51087,1,37.542,113.25,0.05,1.3,1.159,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.159,0,0.9
A51089,1,36.6828,937.62,0.05,1.3,2.316,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.316,0,0.9
A51091,1,38.3859,2834.63,0.05,1.3,4.98,0.12,32,0.13,0.5,0.03,0.03,3.156,0,0,0.15,100,30,4.98,0,0.9
A51093,1,36.8905,64.27,0.05,1.3,1.09,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.09,0,0.9
A51095,1,37.3302,81.96,0.05,1.3,1.115,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.115,0,0.9
A51097,1,37.7241,119.42,0.05,1.3,1.168,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.168,0,0.9
A51099,1,38.2733,88.44,0.05,1.3,1.124,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.124,0,0.9
A51101,1,37.7108,97.51,0.05,1.3,1.137,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.137,0,0.9
A51103,1,37.737,63.89,0.05,1.3,1.09,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.09,0,0.9
A51105,1,36.6799,1665.28,0.05,1.3,3.338,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.338,0,0.9
A51107,1,39.0934,459.42,0.05,1.3,1.645,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.645,0,0.9
A51109,1,37.9782,378.73,0.05,1.3,1.532,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.532,0,0.9
A51111,1,36.9462,449.96,0.05,1.3,1.632,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.632,0,0.9
A51113,1,38.3774,519.33,0.05,1.3,1.729,0.12,32,0.13,0.5,0.03,0.03,3.042,0,0,0.15,100,30,1.729,0,0.9
A51115,1,37.4368,11.31,0.05,1.3,1.016,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.016,0,0.9
A51117,1,36.6804,367.09,0.05,1.3,1.515,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.515,0,0.9
A51119,1,37.6337,65.9,0.05,1.3,1.093,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.093,0,0.9
A51121,1,37.1666,2002.86,0.05,1.3,3.812,0.12,32,0.13,0.5,0.03,0.03,0.348,0,0,0.15,100,30,3.812,0,0.9
A51125,1,37.7572,696.36,0.05,1.3,1.978,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.978,0,0.9
A51127,1,37.5047,78.88,0.05,1.3,1.111,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.111,0,0.9
A51131,1,37.3466,22.9,0.05,1.3,1.032,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.032,0,0.9
A51133,1,37.8876,65.31,0.05,1.3,1.092,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.092,0,0.9
A51135,1,37.1431,414.42,0.05,1.3,1.582,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.582,0,0.9
A51137,1,38.2459,424.35,0.05,1.3,1.596,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.596,0,0.9
A51139,1,38.6333,909.5,0.05,1.3,2.277,0.12,32,0.13,0.5,0.03,0.03,0.09,0,0,0.15,100,30,2.277,0,0.9
A51141,1,36.6647,1339.18,0.05,1.3,2.88,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.88,0,0.9
A51143,1,36.8213,717.06,0.05,1.3,2.007,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.007,0,0.9
A51145,1,37.5502,297.57,0.05,1.3,1.418,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.418,0,0.9
A51147,1,37.2243,506.42,0.05,1.3,1.711,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.711,0,0.9
A51149,1,37.1754,110.18,0.05,1.3,1.155,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.155,0,0.9
A51153,1,38.7262,287.03,0.05,1.3,1.403,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.403,0,0.9
