 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
JL1_7170_6800,p53_VaEpil10             , 0.41508E+06, 0.25558E+06, 0.58293E+02, 0.00000E+00, 0.15944E+06,p53cal                   , 0.47604E+06, 0.39894E+06, 0.25076E+02, 0.00000E+00, 0.77066E+05
PU0_3751_3752,p53_VaEpil10             , 0.29440E+06, 0.28612E+06, 0.13041E+04, 0.00000E+00, 0.69691E+04,p53cal                   , 0.29539E+06, 0.28675E+06, 0.15816E+04, 0.00000E+00, 0.70532E+04
SW1_1180_1190,p53_VaEpil10             , 0.72414E+05, 0.66051E+05, 0.00000E+00, 0.00000E+00, 0.63627E+04,p53cal                   , 0.73928E+05, 0.67565E+05, 0.00000E+00, 0.00000E+00, 0.63627E+04
SJ2_1900_1930,p53_VaEpil10             , 0.18630E+07, 0.14145E+07, 0.40526E+06, 0.00000E+00, 0.43208E+05,p53cal                   , 0.15478E+07, 0.12187E+07, 0.28426E+06, 0.00000E+00, 0.44856E+05
SU2_1200_1310,p53_VaEpil10             , 0.68333E+06, 0.53498E+06, 0.27076E+05, 0.00000E+00, 0.12127E+06,p53cal                   , 0.73542E+06, 0.57608E+06, 0.22442E+05, 0.00000E+00, 0.13690E+06
PS2_5550_5560,p53_VaEpil10             , 0.71143E+06, 0.67936E+06, 0.22089E+04, 0.00000E+00, 0.29863E+05,p53cal                   , 0.91018E+06, 0.81541E+06, 0.65526E+05, 0.00000E+00, 0.29239E+05
JL2_6240_6520,p53_VaEpil10             , 0.11090E+07, 0.89551E+06, 0.60675E+05, 0.00000E+00, 0.15285E+06,p53cal                   , 0.14841E+07, 0.13116E+07, 0.23494E+05, 0.00000E+00, 0.14903E+06
SW1_1160_1260,p53_VaEpil10             , 0.10939E+06, 0.10647E+06, 0.00000E+00, 0.00000E+00, 0.29202E+04,p53cal                   , 0.10980E+06, 0.10476E+06, 0.00000E+00, 0.00000E+00, 0.50407E+04
SJ3_2160_2170,p53_VaEpil10             , 0.11354E+07, 0.95279E+06, 0.31003E+05, 0.00000E+00, 0.15160E+06,p53cal                   , 0.10560E+07, 0.87746E+06, 0.25812E+05, 0.00000E+00, 0.15268E+06
PU2_3090_4050,p53_VaEpil10             , 0.27776E+07, 0.22553E+07, 0.38178E+06, 0.00000E+00, 0.14053E+06,p53cal                   , 0.35114E+07, 0.21324E+07, 0.12417E+07, 0.00000E+00, 0.13733E+06
SU1_1480_1500,p53_VaEpil10             , 0.22588E+07, 0.29721E+06, 0.17094E+07, 0.00000E+00, 0.25216E+06,p53cal                   , 0.17283E+07, 0.30777E+06, 0.11723E+07, 0.00000E+00, 0.24828E+06
JL2_7110_7120,p53_VaEpil10             , 0.92653E+06, 0.73708E+06, 0.39416E+05, 0.00000E+00, 0.15004E+06,p53cal                   , 0.98819E+06, 0.88437E+06, 0.25524E+05, 0.00000E+00, 0.78306E+05
PU2_4730_4220,p53_VaEpil10             , 0.76218E+06, 0.50985E+06, 0.23299E+06, 0.00000E+00, 0.19339E+05,p53cal                   , 0.13731E+07, 0.81760E+06, 0.53582E+06, 0.00000E+00, 0.19670E+05
SU2_1210_1310,p53_VaEpil10             , 0.55861E+06, 0.52087E+06, 0.25336E+05, 0.00000E+00, 0.12397E+05,p53cal                   , 0.51828E+06, 0.50204E+06, 0.38121E+04, 0.00000E+00, 0.12429E+05
JL1_6560_6440,p53_VaEpil10             , 0.63340E+06, 0.51880E+06, 0.99667E+02, 0.00000E+00, 0.11450E+06,p53cal                   , 0.87290E+06, 0.75749E+06, 0.47808E+04, 0.00000E+00, 0.11062E+06
PS1_4830_5080,p53_VaEpil10             , 0.90781E+06, 0.82914E+06, 0.48717E+05, 0.00000E+00, 0.29944E+05,p53cal                   , 0.13064E+07, 0.11548E+07, 0.12741E+06, 0.00000E+00, 0.24177E+05
SJ3_2170_1970,p53_VaEpil10             , 0.11740E+07, 0.11713E+07, 0.00000E+00, 0.00000E+00, 0.26641E+04,p53cal                   , 0.10699E+07, 0.10670E+07, 0.00000E+00, 0.00000E+00, 0.29748E+04
SW2_1190_1410,p53_VaEpil10             , 0.13627E+07, 0.12165E+07, 0.71450E+05, 0.00000E+00, 0.74753E+05,p53cal                   , 0.14218E+07, 0.12948E+07, 0.47719E+05, 0.00000E+00, 0.79231E+05
SU2_0670_0810,p53_VaEpil10             , 0.31021E+06, 0.12760E+06, 0.92529E+04, 0.00000E+00, 0.17336E+06,p53cal                   , 0.33517E+06, 0.15691E+06, 0.00000E+00, 0.00000E+00, 0.17827E+06
JL1_6770_6850,p53_VaEpil10             , 0.49041E+06, 0.40890E+06, 0.38828E+05, 0.00000E+00, 0.42682E+05,p53cal                   , 0.60995E+06, 0.54054E+06, 0.26701E+05, 0.00000E+00, 0.42714E+05
PS0_6150_6160,p53_VaEpil10             , 0.11578E+06, 0.11447E+06, 0.58390E+01, 0.00000E+00, 0.13029E+04,p53cal                   , 0.16346E+06, 0.16158E+06, 0.31090E+02, 0.00000E+00, 0.18518E+04
SJ1_2280_2450,p53_VaEpil10             , 0.22713E+06, 0.17918E+06, 0.43035E+05, 0.00000E+00, 0.49098E+04,p53cal                   , 0.18298E+06, 0.17570E+06, 0.23653E+04, 0.00000E+00, 0.49098E+04
PU2_4050_4180,p53_VaEpil10             , 0.23880E+07, 0.23509E+07, 0.17726E+05, 0.00000E+00, 0.19401E+05,p53cal                   , 0.28148E+07, 0.27855E+07, 0.98338E+04, 0.00000E+00, 0.19389E+05
SW3_1040_1220,p53_VaEpil10             , 0.52119E+06, 0.48391E+06, 0.69641E+02, 0.00000E+00, 0.37203E+05,p53cal                   , 0.57117E+06, 0.53430E+06, 0.19777E+02, 0.00000E+00, 0.36845E+05
SU2_1290_1500,p53_VaEpil10             , 0.75367E+06, 0.41209E+06, 0.23680E+06, 0.00000E+00, 0.10478E+06,p53cal                   , 0.75572E+06, 0.43521E+06, 0.21628E+06, 0.00000E+00, 0.10423E+06
SJ3_2040_1980,p53_VaEpil10             , 0.27173E+07, 0.80501E+06, 0.18509E+07, 0.00000E+00, 0.61467E+05,p53cal                   , 0.19618E+07, 0.73562E+06, 0.11646E+07, 0.00000E+00, 0.61628E+05
PU2_2790_3290,p53_VaEpil10             , 0.64171E+07, 0.55492E+07, 0.69909E+06, 0.00000E+00, 0.16880E+06,p53cal                   , 0.63569E+07, 0.45763E+07, 0.16069E+07, 0.00000E+00, 0.17373E+06
SW2_1030_1060,p53_VaEpil10             , 0.54637E+06, 0.47567E+06, 0.32486E+05, 0.00000E+00, 0.38212E+05,p53cal                   , 0.55286E+06, 0.48352E+06, 0.32863E+05, 0.00000E+00, 0.36472E+05
JL2_7120_6970,p53_VaEpil10             , 0.81371E+06, 0.78099E+06, 0.95910E+02, 0.00000E+00, 0.32630E+05,p53cal                   , 0.93751E+06, 0.91152E+06, 0.68825E+02, 0.00000E+00, 0.25921E+05
PS2_5560_5100,p53_VaEpil10             , 0.40263E+07, 0.36087E+07, 0.32582E+06, 0.00000E+00, 0.91723E+05,p53cal                   , 0.58427E+07, 0.49579E+07, 0.79520E+06, 0.00000E+00, 0.89634E+05
SJ2_2580_2500,p53_VaEpil10             , 0.79697E+06, 0.62946E+06, 0.55828E+05, 0.00000E+00, 0.11168E+06,p53cal                   , 0.75652E+06, 0.62552E+06, 0.20657E+05, 0.00000E+00, 0.11034E+06
SW2_1070_1060,p53_VaEpil10             , 0.44530E+06, 0.30432E+06, 0.17764E+05, 0.00000E+00, 0.12321E+06,p53cal                   , 0.44407E+06, 0.30753E+06, 0.51519E+04, 0.00000E+00, 0.13139E+06
SU3_1310_1280,p53_VaEpil10             , 0.15357E+07, 0.15142E+07, 0.15796E+05, 0.00000E+00, 0.56356E+04,p53cal                   , 0.14745E+07, 0.14666E+07, 0.22835E+04, 0.00000E+00, 0.56356E+04
SW3_1250_1340,p53_VaEpil10             , 0.33083E+06, 0.31959E+06, 0.48589E+04, 0.00000E+00, 0.63841E+04,p53cal                   , 0.33456E+06, 0.32295E+06, 0.47475E+04, 0.00000E+00, 0.68592E+04
PU2_4220_3900,p53_VaEpil10             , 0.32509E+07, 0.27269E+07, 0.46983E+06, 0.00000E+00, 0.54254E+05,p53cal                   , 0.47463E+07, 0.38595E+07, 0.83540E+06, 0.00000E+00, 0.51385E+05
JL2_6440_6441,p53_VaEpil10             , 0.10235E+07, 0.94648E+06, 0.48578E+02, 0.00000E+00, 0.77002E+05,p53cal                   , 0.14084E+07, 0.13323E+07, 0.25277E+02, 0.00000E+00, 0.76073E+05
PS3_5100_5080,p53_VaEpil10             , 0.50954E+07, 0.46294E+07, 0.15159E+06, 0.00000E+00, 0.31438E+06,p53cal                   , 0.76015E+07, 0.62341E+07, 0.10544E+07, 0.00000E+00, 0.31301E+06
SJ2_2500_2450,p53_VaEpil10             , 0.71389E+06, 0.68522E+06, 0.93150E+04, 0.00000E+00, 0.19350E+05,p53cal                   , 0.66137E+06, 0.63792E+06, 0.41022E+04, 0.00000E+00, 0.19350E+05
SU3_1280_1590,p53_VaEpil10             , 0.27497E+07, 0.26065E+07, 0.93643E+05, 0.00000E+00, 0.49521E+05,p53cal                   , 0.25885E+07, 0.24916E+07, 0.56097E+05, 0.00000E+00, 0.40850E+05
PU0_3601_3602,p53_VaEpil10             , 0.18598E+06, 0.16139E+06, 0.15229E+05, 0.00000E+00, 0.93639E+04,p53cal                   , 0.19023E+06, 0.15838E+06, 0.22233E+05, 0.00000E+00, 0.96175E+04
SJ2_2570_2660,p53_VaEpil10             , 0.71808E+06, 0.69492E+06, 0.11991E+05, 0.00000E+00, 0.11173E+05,p53cal                   , 0.67563E+06, 0.66440E+06, 0.30922E+03, 0.00000E+00, 0.10915E+05
JL2_6441_6520,p53_VaEpil10             , 0.14224E+07, 0.12418E+07, 0.11799E+04, 0.00000E+00, 0.17934E+06,p53cal                   , 0.19285E+07, 0.17462E+07, 0.34995E+04, 0.00000E+00, 0.17888E+06
PS2_6660_6490,p53_VaEpil10             , 0.97621E+06, 0.87156E+06, 0.98615E+05, 0.00000E+00, 0.60414E+04,p53cal                   , 0.24925E+07, 0.11492E+07, 0.13373E+07, 0.00000E+00, 0.60414E+04
SW3_1220_1320,p53_VaEpil10             , 0.91340E+06, 0.81356E+06, 0.84785E+05, 0.00000E+00, 0.15060E+05,p53cal                   , 0.94529E+06, 0.85402E+06, 0.76444E+05, 0.00000E+00, 0.14823E+05
PU3_2510_3290,p53_VaEpil10             , 0.32391E+07, 0.30087E+07, 0.83121E+05, 0.00000E+00, 0.14732E+06,p53cal                   , 0.26103E+07, 0.24187E+07, 0.48835E+05, 0.00000E+00, 0.14274E+06
SU3_1500_1420,p53_VaEpil10             , 0.20745E+07, 0.20623E+07, 0.38991E+04, 0.00000E+00, 0.83394E+04,p53cal                   , 0.16576E+07, 0.16481E+07, 0.16221E+04, 0.00000E+00, 0.78899E+04
JL1_6760_6910,p53_VaEpil10             , 0.70696E+06, 0.62099E+06, 0.25461E+04, 0.00000E+00, 0.83416E+05,p53cal                   , 0.92597E+06, 0.84036E+06, 0.26484E+04, 0.00000E+00, 0.82957E+05
SJ3_2450_2120,p53_VaEpil10             , 0.11123E+07, 0.10575E+07, 0.73899E+04, 0.00000E+00, 0.47348E+05,p53cal                   , 0.10085E+07, 0.95387E+06, 0.72073E+04, 0.00000E+00, 0.47406E+05
SW3_1060_1260,p53_VaEpil10             , 0.12470E+07, 0.11553E+07, 0.00000E+00, 0.00000E+00, 0.91738E+05,p53cal                   , 0.12149E+07, 0.11198E+07, 0.00000E+00, 0.00000E+00, 0.95067E+05
PS4_5080_4380,p53_VaEpil10             , 0.43360E+07, 0.42529E+07, 0.78090E+04, 0.00000E+00, 0.75239E+05,p53cal                   , 0.60437E+07, 0.59659E+07, 0.42122E+04, 0.00000E+00, 0.73521E+05
JL1_6940_7200,p53_VaEpil10             , 0.43857E+06, 0.39846E+06, 0.14469E+05, 0.00000E+00, 0.25635E+05,p53cal                   , 0.60144E+06, 0.51381E+06, 0.62163E+05, 0.00000E+00, 0.25461E+05
SU2_1020_0980,p53_VaEpil10             , 0.38765E+06, 0.32829E+06, 0.68310E+03, 0.00000E+00, 0.58675E+05,p53cal                   , 0.45928E+06, 0.39238E+06, 0.00000E+00, 0.00000E+00, 0.66899E+05
SJ3_2250_2230,p53_VaEpil10             , 0.46200E+07, 0.14077E+07, 0.30487E+07, 0.00000E+00, 0.16364E+06,p53cal                   , 0.33159E+07, 0.12792E+07, 0.18735E+07, 0.00000E+00, 0.16316E+06
PU2_3900_3750,p53_VaEpil10             , 0.50280E+07, 0.28997E+07, 0.20684E+07, 0.00000E+00, 0.59896E+05,p53cal                   , 0.53896E+07, 0.40994E+07, 0.12358E+07, 0.00000E+00, 0.54513E+05
PS3_6460_6230,p53_VaEpil10             , 0.42414E+07, 0.38622E+07, 0.26020E+06, 0.00000E+00, 0.11901E+06,p53cal                   , 0.60843E+07, 0.50300E+07, 0.94055E+06, 0.00000E+00, 0.11371E+06
SJ2_2530_2820,p53_VaEpil10             , 0.97021E+06, 0.83022E+06, 0.11985E+06, 0.00000E+00, 0.20146E+05,p53cal                   , 0.83031E+06, 0.79133E+06, 0.20802E+05, 0.00000E+00, 0.18178E+05
PU2_3770_3600,p53_VaEpil10             , 0.14056E+07, 0.11549E+07, 0.57853E+05, 0.00000E+00, 0.19289E+06,p53cal                   , 0.18217E+07, 0.15556E+07, 0.73687E+05, 0.00000E+00, 0.19233E+06
JL1_6910_6960,p53_VaEpil10             , 0.68110E+06, 0.66949E+06, 0.00000E+00, 0.00000E+00, 0.11603E+05,p53cal                   , 0.93558E+06, 0.92634E+06, 0.00000E+00, 0.00000E+00, 0.92455E+04
SU3_0810_0970,p53_VaEpil10             , 0.10703E+07, 0.30314E+06, 0.52736E+06, 0.00000E+00, 0.23986E+06,p53cal                   , 0.99304E+06, 0.34063E+06, 0.41393E+06, 0.00000E+00, 0.23848E+06
PS3_5990_6161,p53_VaEpil10             , 0.22128E+07, 0.20721E+07, 0.26468E+05, 0.00000E+00, 0.11423E+06,p53cal                   , 0.39709E+07, 0.28504E+07, 0.10061E+07, 0.00000E+00, 0.11446E+06
SW4_1260_1300,p53_VaEpil10             , 0.15891E+07, 0.14382E+07, 0.33208E+05, 0.00000E+00, 0.11762E+06,p53cal                   , 0.15474E+07, 0.14005E+07, 0.29418E+05, 0.00000E+00, 0.11748E+06
PU2_2840_3080,p53_VaEpil10             , 0.12569E+07, 0.10785E+07, 0.11439E+06, 0.00000E+00, 0.64056E+05,p53cal                   , 0.12210E+07, 0.11079E+07, 0.49705E+05, 0.00000E+00, 0.63370E+05
SJ3_1980_2060,p53_VaEpil10             , 0.23445E+07, 0.22853E+07, 0.24388E+05, 0.00000E+00, 0.34820E+05,p53cal                   , 0.18850E+07, 0.18498E+07, 0.00000E+00, 0.00000E+00, 0.35173E+05
SU1_0660_0710,p53_VaEpil10             , 0.64043E+06, 0.41370E+06, 0.17947E+05, 0.00000E+00, 0.20879E+06,p53cal                   , 0.71899E+06, 0.49761E+06, 0.78723E+04, 0.00000E+00, 0.21351E+06
SW3_1080_1350,p53_VaEpil10             , 0.67273E+06, 0.63207E+06, 0.16155E+05, 0.00000E+00, 0.24508E+05,p53cal                   , 0.69295E+06, 0.66812E+06, 0.19965E+02, 0.00000E+00, 0.24818E+05
PS2_6490_6420,p53_VaEpil10             , 0.13682E+07, 0.13120E+07, 0.32768E+05, 0.00000E+00, 0.23360E+05,p53cal                   , 0.24207E+07, 0.23611E+07, 0.35838E+05, 0.00000E+00, 0.23783E+05
JL4_6520_6710,p53_VaEpil10             , 0.39873E+07, 0.30545E+07, 0.47712E+06, 0.00000E+00, 0.45561E+06,p53cal                   , 0.61148E+07, 0.43051E+07, 0.13782E+07, 0.00000E+00, 0.43154E+06
SJ3_2230_2060,p53_VaEpil10             , 0.39714E+07, 0.38478E+07, 0.50629E+05, 0.00000E+00, 0.72979E+05,p53cal                   , 0.30544E+07, 0.29289E+07, 0.52447E+05, 0.00000E+00, 0.73034E+05
PU3_3290_3390,p53_VaEpil10             , 0.71713E+07, 0.70655E+07, 0.55594E+05, 0.00000E+00, 0.50179E+05,p53cal                   , 0.61250E+07, 0.59504E+07, 0.12489E+06, 0.00000E+00, 0.49709E+05
SU2_0990_0950,p53_VaEpil10             , 0.45021E+06, 0.33060E+06, 0.87997E+04, 0.00000E+00, 0.11081E+06,p53cal                   , 0.50723E+06, 0.38831E+06, 0.88578E+04, 0.00000E+00, 0.11006E+06
SW0_1520_1600,p53_VaEpil10             , 0.43831E+06, 0.39957E+06, 0.28979E+05, 0.00000E+00, 0.97645E+04,p53cal                   , 0.41965E+06, 0.39712E+06, 0.10615E+05, 0.00000E+00, 0.11914E+05
PS0_6160_6161,p53_VaEpil10             , 0.54885E+06, 0.54529E+06, 0.97155E+01, 0.00000E+00, 0.35456E+04,p53cal                   , 0.86455E+06, 0.86107E+06, 0.22897E+02, 0.00000E+00, 0.34631E+04
JL2_6850_6890,p53_VaEpil10             , 0.10268E+07, 0.87684E+06, 0.15579E+05, 0.00000E+00, 0.13442E+06,p53cal                   , 0.12258E+07, 0.10825E+07, 0.93302E+04, 0.00000E+00, 0.13391E+06
SJ2_2900_2740,p53_VaEpil10             , 0.82157E+06, 0.56361E+06, 0.11898E+06, 0.00000E+00, 0.13897E+06,p53cal                   , 0.77593E+06, 0.53993E+06, 0.94359E+05, 0.00000E+00, 0.14165E+06
SW2_1000_1110,p53_VaEpil10             , 0.47980E+06, 0.41485E+06, 0.44638E+05, 0.00000E+00, 0.20313E+05,p53cal                   , 0.51543E+06, 0.49041E+06, 0.71927E+02, 0.00000E+00, 0.24955E+05
PU3_3390_3730,p53_VaEpil10             , 0.78260E+07, 0.76269E+07, 0.70383E+05, 0.00000E+00, 0.12866E+06,p53cal                   , 0.66616E+07, 0.64972E+07, 0.36180E+05, 0.00000E+00, 0.12824E+06
SU3_0970_1120,p53_VaEpil10             , 0.60697E+07, 0.13332E+07, 0.41165E+07, 0.00000E+00, 0.62010E+06,p53cal                   , 0.59512E+07, 0.12621E+07, 0.40345E+07, 0.00000E+00, 0.65465E+06
PS2_6420_6360,p53_VaEpil10             , 0.15019E+07, 0.13832E+07, 0.10374E+06, 0.00000E+00, 0.14956E+05,p53cal                   , 0.26154E+07, 0.23181E+07, 0.28307E+06, 0.00000E+00, 0.14241E+05
JL1_7530_7430,p53_VaEpil10             , 0.41418E+06, 0.38887E+06, 0.00000E+00, 0.00000E+00, 0.25316E+05,p53cal                   , 0.50764E+06, 0.49181E+06, 0.11799E+04, 0.00000E+00, 0.14654E+05
SW2_0880_0930,p53_VaEpil10             , 0.28709E+06, 0.27952E+06, 0.29808E+04, 0.00000E+00, 0.45863E+04,p53cal                   , 0.27720E+06, 0.26579E+06, 0.71273E+04, 0.00000E+00, 0.42783E+04
SJ4_2060_2010,p53_VaEpil10             , 0.60394E+07, 0.59073E+07, 0.25204E+05, 0.00000E+00, 0.10697E+06,p53cal                   , 0.47853E+07, 0.46779E+07, 0.20681E+04, 0.00000E+00, 0.10528E+06
PU2_3630_3590,p53_VaEpil10             , 0.62057E+06, 0.51962E+06, 0.98042E+04, 0.00000E+00, 0.91146E+05,p53cal                   , 0.70146E+06, 0.61112E+06, 0.11778E+05, 0.00000E+00, 0.78571E+05
SU2_0780_0710,p53_VaEpil10             , 0.48165E+06, 0.28946E+06, 0.65453E+05, 0.00000E+00, 0.12673E+06,p53cal                   , 0.52029E+06, 0.35534E+06, 0.34197E+05, 0.00000E+00, 0.13075E+06
JL4_6710_6740,p53_VaEpil10             , 0.34449E+07, 0.33590E+07, 0.27031E+05, 0.00000E+00, 0.58864E+05,p53cal                   , 0.52582E+07, 0.51690E+07, 0.16079E+05, 0.00000E+00, 0.73129E+05
PS3_6161_6280,p53_VaEpil10             , 0.23675E+07, 0.20350E+07, 0.32314E+06, 0.00000E+00, 0.93709E+04,p53cal                   , 0.46438E+07, 0.32662E+07, 0.13682E+07, 0.00000E+00, 0.93709E+04
SW2_1100_1130,p53_VaEpil10             , 0.32070E+06, 0.31792E+06, 0.25461E+04, 0.00000E+00, 0.23154E+03,p53cal                   , 0.31465E+06, 0.31442E+06, 0.00000E+00, 0.00000E+00, 0.23154E+03
SU2_0760_0960,p53_VaEpil10             , 0.74718E+06, 0.58498E+06, 0.70794E+04, 0.00000E+00, 0.15512E+06,p53cal                   , 0.92140E+06, 0.75520E+06, 0.56949E+04, 0.00000E+00, 0.16050E+06
SJ4_2010_2210,p53_VaEpil10             , 0.64657E+07, 0.59463E+07, 0.43495E+06, 0.00000E+00, 0.84379E+05,p53cal                   , 0.52266E+07, 0.46957E+07, 0.44657E+06, 0.00000E+00, 0.84379E+05
PU2_3080_3640,p53_VaEpil10             , 0.11140E+07, 0.10797E+07, 0.22356E+04, 0.00000E+00, 0.32062E+05,p53cal                   , 0.10419E+07, 0.10079E+07, 0.19470E+04, 0.00000E+00, 0.32061E+05
JL2_7240_7350,p53_VaEpil10             , 0.91812E+06, 0.77836E+06, 0.15466E+05, 0.00000E+00, 0.12430E+06,p53cal                   , 0.12071E+07, 0.10552E+07, 0.37748E+05, 0.00000E+00, 0.11410E+06
SW1_1910_1890,p53_VaEpil10             , 0.64229E+06, 0.58230E+06, 0.48024E+05, 0.00000E+00, 0.11966E+05,p53cal                   , 0.59368E+06, 0.57876E+06, 0.39181E+04, 0.00000E+00, 0.11005E+05
SU2_0700_0860,p53_VaEpil10             , 0.17383E+07, 0.10597E+07, 0.47303E+06, 0.00000E+00, 0.20559E+06,p53cal                   , 0.16997E+07, 0.13052E+07, 0.18257E+06, 0.00000E+00, 0.21192E+06
PU1_3030_3440,p53_VaEpil10             , 0.82841E+06, 0.75564E+06, 0.59577E+05, 0.00000E+00, 0.13191E+05,p53cal                   , 0.81848E+06, 0.76343E+06, 0.42486E+05, 0.00000E+00, 0.12567E+05
SJ2_2820_2740,p53_VaEpil10             , 0.84232E+06, 0.83931E+06, 0.69641E+02, 0.00000E+00, 0.29419E+04,p53cal                   , 0.72915E+06, 0.72613E+06, 0.00000E+00, 0.00000E+00, 0.30264E+04
JL1_7080_7190,p53_VaEpil10             , 0.19857E+06, 0.18760E+06, 0.00000E+00, 0.00000E+00, 0.10978E+05,p53cal                   , 0.24800E+06, 0.23702E+06, 0.00000E+00, 0.00000E+00, 0.10978E+05
SW2_1050_0930,p53_VaEpil10             , 0.12140E+06, 0.12072E+06, 0.00000E+00, 0.00000E+00, 0.67764E+03,p53cal                   , 0.12944E+06, 0.12221E+06, 0.56729E+04, 0.00000E+00, 0.15525E+04
PS3_6280_6230,p53_VaEpil10             , 0.28090E+07, 0.27619E+07, 0.80997E+04, 0.00000E+00, 0.39053E+05,p53cal                   , 0.48718E+07, 0.48099E+07, 0.23327E+05, 0.00000E+00, 0.38526E+05
PU0_3611_3530,p53_VaEpil10             , 0.14693E+06, 0.13550E+06, 0.23818E+04, 0.00000E+00, 0.90531E+04,p53cal                   , 0.14579E+06, 0.13484E+06, 0.18917E+04, 0.00000E+00, 0.90531E+04
SU3_0710_0910,p53_VaEpil10             , 0.21807E+07, 0.15535E+07, 0.19026E+06, 0.00000E+00, 0.43696E+06,p53cal                   , 0.24855E+07, 0.18878E+07, 0.13236E+06, 0.00000E+00, 0.46542E+06
JU2_7180_7380,p53_VaEpil10             , 0.84059E+06, 0.77509E+06, 0.47284E+05, 0.00000E+00, 0.18215E+05,p53cal                   , 0.12030E+07, 0.92928E+06, 0.25560E+06, 0.00000E+00, 0.18082E+05
SJ4_2740_2660,p53_VaEpil10             , 0.28924E+07, 0.25099E+07, 0.14480E+06, 0.00000E+00, 0.23768E+06,p53cal                   , 0.27434E+07, 0.23004E+07, 0.20391E+06, 0.00000E+00, 0.23903E+06
PU2_4340_3860,p53_VaEpil10             , 0.13038E+07, 0.12423E+07, 0.17679E+03, 0.00000E+00, 0.61330E+05,p53cal                   , 0.12583E+07, 0.11949E+07, 0.96179E+03, 0.00000E+00, 0.62468E+05
PS4_6230_6360,p53_VaEpil10             , 0.56568E+07, 0.56158E+07, 0.81927E+03, 0.00000E+00, 0.40187E+05,p53cal                   , 0.86212E+07, 0.85817E+07, 0.53908E+03, 0.00000E+00, 0.38965E+05
SW3_1600_1580,p53_VaEpil10             , 0.51883E+06, 0.48874E+06, 0.27821E+05, 0.00000E+00, 0.22766E+04,p53cal                   , 0.46470E+06, 0.45688E+06, 0.55431E+04, 0.00000E+00, 0.22766E+04
SU3_0910_1010,p53_VaEpil10             , 0.17002E+07, 0.15272E+07, 0.89176E+05, 0.00000E+00, 0.83895E+05,p53cal                   , 0.19013E+07, 0.17565E+07, 0.57650E+05, 0.00000E+00, 0.87108E+05
JL1_7200_7250,p53_VaEpil10             , 0.48374E+06, 0.43451E+06, 0.31485E+05, 0.00000E+00, 0.17742E+05,p53cal                   , 0.63052E+06, 0.59395E+06, 0.18835E+05, 0.00000E+00, 0.17729E+05
PU0_3871_3690,p53_VaEpil10             , 0.18108E+06, 0.17849E+06, 0.59391E+03, 0.00000E+00, 0.19983E+04,p53cal                   , 0.18983E+06, 0.18627E+06, 0.14648E+04, 0.00000E+00, 0.20990E+04
