1999, 6,17,13, 0, 0.18400E+00,-,01485000  
1999, 9,16,10,30, 0.20900E+00,-,01485000  
1999, 9,17, 9,30, 0.65400E+00,-,01485000  
1999, 9,21,11,30, 0.84000E-01,-,01485000  
1999,10,27,10,30, 0.37000E-01,-,01485000  
1999,11,22,11,30, 0.28000E-01,-,01485000  
2000, 1,11,11,30, 0.65000E-01,-,01485000  
2000, 2,16,11,30, 0.42000E-01,-,01485000  
2000, 3,22,11,30, 0.12200E+01,-,01485000  
2000, 5,19,10,30, 0.12000E+00,-,01485000  
2000, 6,28, 9,30, 0.10000E+00,-,01485000  
2000, 7,24,10,30, 0.83000E-01,-,01485000  
2000, 9,27, 9, 0, 0.26500E+00,-,01485000  
2000,10,23,10, 0, 0.58000E-01,-,01485000  
2000,12,20,13, 0, 0.58000E-01,-,01485000  
