TABLE->,OX-FLAGS,OX-GENPARM,OX-GENPARM,OX-GENPARM,OX-GENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-CFOREA,OX-REAPARM,OX-REAPARM,OX-REAPARM,OX-REAPARM,OX-INIT,OX-INIT,OX-INIT
VARS->,REAM,KBOD20,TCBOD,KODSET,SUPSAT,BENOD,TCBEN,EXPOD,BRBOD1,BRBOD2,EXPREL,CFOREA,TCGINV,REAK,EXPRED,EXPREV,DOX,BOD,SATDO
YM1_6370_6620,3,0.05,1.047,0.01,1.350000,78.71052,1.047,1.22,0.01,0.01,1,na,1.047,0.206033,-1.673,0.969,14,3,14
YM2_6120_6430,3,0.05,1.047,0.01,1.350000,72.11372,1.047,1.22,0.01,0.01,1,na,1.047,0.172320,-1.673,0.969,14,3,14
YM3_6430_6620,3,0.05,1.047,0.01,1.350000,78.71052,1.047,1.22,0.01,0.01,1,na,1.047,0.206033,-1.673,0.969,14,3,14
YM4_6620_0001,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
GY0_3800_3801,3,0.05,1.047,0.01,1.350000,58.18601,1.047,1.22,0.01,0.01,1,na,1.047,1.426667,-1.673,0.969,14,3,14
GY0_3950_3952,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
GY0_4240_3951,na,0.05,1.047,0.01,1.000000,53.56920,1.047,1.22,0.01,0.01,1,0.648789,na,na,na,na,14,3,14
GY0_4530_4532,3,0.05,1.047,0.01,1.350000,153.2177,1.047,1.22,0.01,0.01,1,na,1.047,0.077196,-1.673,0.969,14,3,14
GY0_4531_4532,3,0.05,1.047,0.01,1.350000,126.7325,1.047,1.22,0.01,0.01,1,na,1.047,0.137736,-1.673,0.969,14,3,14
GY0_4532_3951,3,0.05,1.047,0.01,1.000000,53.56920,1.047,1.22,0.01,0.01,1,na,1.047,0.222711,-1.673,0.969,14,3,14
GY0_3951_3952,3,0.05,1.047,0.01,1.000000,53.56920,1.047,1.22,0.01,0.01,1,na,1.047,0.222711,-1.673,0.969,14,3,14
XU0_4090_4270,3,0.05,1.047,0.01,1.350000,90.10129,1.047,1.22,0.01,0.01,1,na,1.047,0.382676,-1.673,0.969,14,3,14
XU0_4130_4070,3,0.05,1.047,0.01,1.350000,45.91612,1.047,1.22,0.01,0.01,1,na,1.047,2.141471,-1.673,0.969,14,3,14
XU0_4091_4270,3,0.05,1.047,0.01,1.350000,90.10129,1.047,1.22,0.01,0.01,1,na,1.047,0.382676,-1.673,0.969,14,3,14
XU2_4270_4650,3,0.05,1.047,0.01,1.350000,112.7494,1.047,1.22,0.01,0.01,1,na,1.047,0.093215,-1.673,0.969,14,3,14
XU2_4070_4330,na,0.05,1.047,0.01,1.000000,1.000000,1.047,1.22,0.01,0.01,1,2.000000,na,na,na,na,14,3,14
XU2_4330_4480,na,0.05,1.047,0.01,1.000000,1.000000,1.047,1.22,0.01,0.01,1,2.000000,na,na,na,na,14,3,14
XU2_4480_4650,3,0.05,1.047,0.01,1.350000,112.7494,1.047,1.22,0.01,0.01,1,na,1.047,0.093215,-1.673,0.969,14,3,14
XU3_4650_0001,3,0.05,1.047,0.01,1.350000,112.7494,1.047,1.22,0.01,0.01,1,na,1.047,0.093215,-1.673,0.969,14,3,14
YP1_6570_6680,3,0.05,1.047,0.01,1.350000,45.05811,1.047,1.22,0.01,0.01,1,na,1.047,0.263407,-1.673,0.969,14,3,14
YP3_6470_6690,3,0.05,1.047,0.01,1.350000,95.14208,1.047,1.22,0.01,0.01,1,na,1.047,0.244313,-1.673,0.969,14,3,14
YP2_6390_6330,na,0.05,1.047,0.01,1.350000,40.62350,1.047,1.22,0.01,0.01,1,2.000000,na,na,na,na,14,3,14
YP1_6680_6670,3,0.05,1.047,0.01,1.350000,95.14208,1.047,1.22,0.01,0.01,1,na,1.047,0.244313,-1.673,0.969,14,3,14
