TABLE->,OX-FLAGS,OX-GENPARM,OX-GENPARM,OX-GENPARM,OX-GENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-CFOREA,OX-REAPARM,OX-REAPARM,OX-REAPARM,OX-REAPARM,OX-INIT,OX-INIT,OX-INIT
VARS->,REAM,KBOD20,TCBOD,KODSET,SUPSAT,BENOD,TCBEN,EXPOD,BRBOD1,BRBOD2,EXPREL,CFOREA,TCGINV,REAK,EXPRED,EXPREV,DOX,BOD,SATDO
YM1_6370_6620,3,0.05,1.047,0.01,1.350000,119.4820,1.047,1.22,0.01,0.01,1,na,1.047,0.369899,-1.673,0.969,14,3,14
YM2_6120_6430,3,0.05,1.047,0.01,1.350000,117.1670,1.047,1.22,0.01,0.01,1,na,1.047,0.342799,-1.673,0.969,14,3,14
YM3_6430_6620,3,0.05,1.047,0.01,1.350000,119.4820,1.047,1.22,0.01,0.01,1,na,1.047,0.369899,-1.673,0.969,14,3,14
YM4_6620_0001,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
GY0_3800_3801,3,0.05,1.047,0.01,1.350000,94.67352,1.047,1.22,0.01,0.01,1,na,1.047,2.397287,-1.673,0.969,14,3,14
GY0_3950_3952,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
GY0_4240_3951,na,0.05,1.047,0.01,1.000000,61.53250,1.047,1.22,0.01,0.01,1,0.587585,na,na,na,na,14,3,14
GY0_4530_4532,3,0.05,1.047,0.01,1.350000,200.0000,1.047,1.22,0.01,0.01,1,na,1.047,0.089003,-1.673,0.969,14,3,14
GY0_4531_4532,3,0.05,1.047,0.01,1.350000,198.2373,1.047,1.22,0.01,0.01,1,na,1.047,0.161560,-1.673,0.969,14,3,14
