 seg ,TOTN,TOTP
JL1_7170_6800,    0.2500, -999.0000
JL3_7020_7100,    1.5525,    1.0105
JL2_6240_6520,    1.5525,    0.9367
JL2_7110_7120,    1.5525,    1.0361
JL1_6560_6440,    0.4131,    0.9949
JL1_6760_6910,    1.5525,    1.0105
JL2_7120_6970,    1.5525,    1.0105
JL2_6440_6441,    1.5525,    1.1057
JL2_6441_6520,    1.5525,    1.1057
JL1_6770_6850,    1.5525,    1.0105
JL1_6910_6960,    1.5525,    1.0105
JL1_7080_7190,    1.5525,    1.0578
JL4_6520_6710,    1.5525,    3.0855
JL2_6850_6890,    1.5525,    1.0105
JL1_7530_7430,    1.5525,    1.0105
JL4_6710_6740,    1.5525,    1.0105
JL2_7240_7350,    0.7866,    1.0350
JL1_6940_7200,    1.5525,    1.0105
JU2_7180_7380,    1.2467,    1.0105
JL1_7190_7250,    1.5525,    1.0105
JL2_7350_7090,    1.5525,    1.0105
JL1_7200_7250,    1.5525,    1.0105
JU1_7750_7560,    1.2467,    1.0105
JU1_6880_7260,    0.7214,    0.7620
JL2_7250_7090,    1.5525,    1.0105
JL3_7090_7150,    1.5525,    1.0105
JU2_6410_6640,    0.2500,    0.8590
JU1_7630_7490,    1.2467,    1.0849
JU3_6640_6790,    0.7214,    0.8421
JU3_6790_7260,    0.7214,    0.7620
JU1_7560_7500,    1.2467,    1.0105
JU1_6300_6650,    1.0008,    1.0383
JU4_7260_7380,    1.2467,    1.0105
JU1_7690_7490,    1.2467,    1.0105
JU2_7450_7360,    0.2500,    1.0105
JU1_6340_6650,    1.2467,    1.0105
JU4_7380_7160,    1.2467,    1.0105
JU3_7490_7400,    1.2467,    1.0105
JU3_7400_7510,    1.2467,    1.0105
JU3_6650_7300,    1.2467,    1.0105
JU2_7140_7330,    0.2500,    1.0105
JU2_7360_7000,    0.2500,    1.0105
JU1_6290_6590,    1.4813,    1.0105
JU3_6380_6900,    4.0000,    1.0105
JU1_6590_6600,    1.4813,    1.0105
JU2_6600_6810,    1.4813,    1.0105
JU2_6810_6900,    4.0000,    1.0105
JU3_6900_6950,    4.0000,    1.0105
JU3_6950_7330,    0.2500,    1.0105
JU4_7330_7000,    0.2500,    1.0105
JU4_7000_7300,    0.2500,    1.0105
JU5_7300_7510,    1.2467,    1.0105
JU5_7510_7500,    1.2467,    1.0105
JU5_7500_7420,    1.2467,    1.0105
JU5_7420_7160,    1.2467,    1.0105
JL6_7160_7440,    1.2467,    1.0105
JL6_7440_7430,    1.5525,    1.0105
JL6_7430_7320,    1.5525,    1.0105
JL6_7320_7150,    1.5525,    1.0105
JL6_7150_6890,    1.5525,    1.0105
JL6_6890_6990,    1.5525,    1.0105
JL6_6990_6960,    1.5525,    1.0105
JL6_6960_6970,    1.5525,    1.0105
JL6_6970_6740,    1.5525,    1.0105
JL6_6740_7100,    1.5525,    1.0105
JL7_7100_7030,    1.5525,    1.0105
JL7_7030_6800,    0.2500, -999.0000
JL7_6800_7070,    0.2500, -999.0000
JL7_7070_0001, -999.0000, -999.0000
