TABLE->,SANDFG,SED-GENPARM,SED-GENPARM,SED-GENPARM,SAND-PM,SAND-PM,SAND-PM,SAND-PM,SAND-PM,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SSED-INIT,SSED-INIT,SSED-INIT,BED-INIT,BED-INIT,BED-INIT,BED-INIT
TU2_9070_9090,3,124.4742673,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.223700,0.223700,0.100000,0.0001,0.001000,2.65,0.196100,0.196100,0.100000,0,10,10,50,0.47,0.36,0.17
TU2_8950_9040,3,70.61226741,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.000950,2.65,1.445000,0.426856,0.001108,0.0001,0.000095,2.65,1.445000,0.366742,0.114321,0,10,10,50,0.47,0.36,0.17
TU2_9100_9200,3,79.84804788,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.463200,0.463200,0.100000,0.0001,0.001000,2.65,0.398900,0.398900,0.100000,0,10,10,50,0.47,0.36,0.17
TU2_9200_9180,3,101.8700199,100,0.5,0.005,0.25,2.5,0.100E-04,4.000000,0.0004,0.010000,2.65,0.750100,0.750100,0.100000,0.0001,0.001000,2.65,0.632200,0.632200,0.100000,0,10,10,50,0.47,0.36,0.17
TU3_9040_9180,3,95.36537304,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.332800,0.332800,0.100000,0.0001,0.001000,2.65,0.289100,0.289100,0.100000,0,10,10,50,0.47,0.36,0.17
TU3_9180_9090,3,143.2799753,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.439800,0.439800,0.100000,0.0001,0.001000,2.65,0.382300,0.382300,0.100000,0,10,10,50,0.47,0.36,0.17
TU3_8880_9230,3,113.1487108,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.564900,0.564900,0.100000,0.0001,0.001000,2.65,0.475500,0.475500,0.100000,0,10,10,50,0.47,0.36,0.17
TU3_9060_9230,3,76.02157985,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.838900,0.838900,0.100000,0.0001,0.001000,2.65,0.681200,0.681200,0.100000,0,10,10,50,0.47,0.36,0.17
TU3_9230_9260,3,142.2997757,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.008756,0.008756,0.100000,0.0001,0.001000,2.65,0.006900,0.006900,0.100000,0,10,10,50,0.47,0.36,0.17
TU1_9010_9290,3,78.32963406,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.010000,2.65,0.393100,0.393100,0.100000,0.0001,0.001000,2.65,0.331400,0.331400,0.100000,0,10,10,50,0.47,0.36,0.17
TU3_8650_8800,3,119.0944979,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.001077,2.65,1.599000,0.229500,0.001000,0.0001,0.000108,2.65,1.599000,0.136000,0.001000,0,10,10,50,0.47,0.36,0.17
TU4_8800_9290,3,191.0400116,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.281100,0.281100,0.100000,0.0001,0.001000,2.65,0.248600,0.248600,0.100000,0,10,10,50,0.47,0.36,0.17
TU2_8970_9280,3,92.71731402,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.010000,2.65,0.317800,0.317800,0.100000,0.0001,0.001000,2.65,0.269200,0.269200,0.100000,0,10,10,50,0.47,0.36,0.17
TU2_8860_9000,3,80.62423683,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.560400,0.560400,0.100000,0.0001,0.001000,2.65,0.465500,0.465500,0.100000,0,10,10,50,0.47,0.36,0.17
TU1_8570_8680,3,89.58833136,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.001414,2.65,0.665500,0.177600,0.001000,0.0001,0.000141,2.65,0.665500,0.116500,0.001000,0,10,10,50,0.47,0.36,0.17
TU3_8480_8680,3,120.0711542,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.001414,2.65,1.775000,0.232300,0.001000,0.0001,0.000141,2.65,1.775000,0.148800,0.001000,0,10,10,50,0.47,0.36,0.17
TU4_8680_8810,3,183.7763712,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.001414,2.65,1.708000,0.306000,0.001000,0.0001,0.000141,2.65,1.708000,0.196000,0.001000,0,10,10,50,0.47,0.36,0.17
TU4_8810_9000,3,206.354498,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.271300,0.271300,0.100000,0.0001,0.001000,2.65,0.229100,0.229100,0.100000,0,10,10,50,0.47,0.36,0.17
TU5_9000_9280,3,250.0593175,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.226200,0.226200,0.100000,0.0001,0.001000,2.65,0.192100,0.192100,0.100000,0,10,10,50,0.47,0.36,0.17
BS2_8590_8440,3,104.5783873,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.001505,2.65,2.665000,0.283321,0.001000,0.0001,0.000151,2.65,2.665000,0.227553,0.066039,0,10,10,50,0.47,0.36,0.17
BS1_8730_8540,3,66.6428712,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.563900,0.563900,0.100000,0.0001,0.001000,2.65,0.447200,0.447200,0.100000,0,10,10,50,0.47,0.36,0.17
BS3_8580_8440,3,86.86827345,100,0.5,0.005,0.25,2.5,0.100E-04,4.000000,0.0004,0.001505,2.65,4.505000,0.467824,0.001000,0.0001,0.000151,2.65,4.505000,0.358204,0.066039,0,10,10,50,0.47,0.36,0.17
BS4_8440_8441,3,146.6421512,100,0.5,0.005,0.25,2.5,0.100E-04,4.000000,0.0004,0.010000,2.65,0.465000,0.465000,0.100000,0.0001,0.001000,2.65,0.362900,0.362900,0.100000,0,10,10,50,0.47,0.36,0.17
BS4_8540_8441,3,494.0152791,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.005,0.005,0.000100,0.0001,0.001000,2.65,0.005,0.005,0.000100,0,10,10,50,0.47,0.36,0.17
BS3_8350_8330,3,143.8667645,100,0.5,0.005,0.25,2.5,0.100E-04,4.000000,0.0004,0.002066,2.65,5.709000,0.443304,0.148762,0.0001,0.000207,2.65,5.709000,0.335883,0.036870,0,10,10,50,0.47,0.36,0.17
OR2_8450_8490,3,78.25985675,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.196600,0.196600,0.100000,0.0001,0.001000,2.65,0.152900,0.152900,0.100000,0,10,10,50,0.47,0.36,0.17
OD2_8920_8830,3,475.0464119,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.005,0.005,0.000100,0.0001,0.001000,2.65,0.005,0.005,0.000100,0,10,10,50,0.47,0.36,0.17
OD3_8340_8520,3,171.1250441,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.245700,0.245700,0.100000,0.0001,0.001000,2.65,0.197900,0.197900,0.100000,0,10,10,50,0.47,0.36,0.17
OR5_7910_8410,3,110.215681,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.125300,0.125300,0.100000,0.0001,0.001000,2.65,0.104500,0.104500,0.100000,0,10,10,50,0.47,0.36,0.17
OD2_8830_8710,3,125.7672745,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.010000,2.65,0.059400,0.059400,0.100000,0.0001,0.001000,2.65,0.046830,0.046830,0.100000,0,10,10,50,0.47,0.36,0.17
OD2_8670_8890,3,79.67133041,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.002435,2.65,1.762000,0.275767,0.001000,0.0001,0.000243,2.65,1.762000,0.236147,0.088228,0,10,10,50,0.47,0.36,0.17
OD3_8520_8621,3,178.5566128,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.182900,0.182900,0.100000,0.0001,0.001000,2.65,0.143800,0.143800,0.100000,0,10,10,50,0.47,0.36,0.17
OR2_7670_7840,3,95.23845447,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.003681,2.65,1.704000,0.290028,0.001832,0.0001,0.000368,2.65,1.704000,0.235265,0.050804,0,10,10,50,0.47,0.36,0.17
OR1_7700_7980,3,74.68436467,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.010000,2.65,0.270300,0.270300,0.100000,0.0001,0.001000,2.65,0.220400,0.220400,0.100000,0,10,10,50,0.47,0.36,0.17
OD3_8710_8470,3,152.1703824,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.156400,0.156400,0.100000,0.0001,0.001000,2.65,0.125700,0.125700,0.100000,0,10,10,50,0.47,0.36,0.17
OD5_8940_8780,3,87.95777733,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.140700,0.140700,0.100000,0.0001,0.001000,2.65,0.113200,0.113200,0.100000,0,10,10,50,0.47,0.36,0.17
OD2_8560_8630,3,1748.434711,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.005,0.005,0.000100,0.0001,0.001000,2.65,0.005,0.005,0.000100,0,10,10,50,0.47,0.36,0.17
OR2_7610_7780,3,131.2009711,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.436100,0.436100,0.100000,0.0001,0.001000,2.65,0.370400,0.370400,0.100000,0,10,10,50,0.47,0.36,0.17
OD5_8890_8770,3,82.64257071,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.226000,0.226000,0.100000,0.0001,0.001000,2.65,0.188400,0.188400,0.100000,0,10,10,50,0.47,0.36,0.17
OD3_8850_8931,3,79.02325951,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.000489,2.65,1.382000,0.290833,0.024683,0.0001,0.000049,2.65,1.382000,0.207028,0.008800,0,10,10,50,0.47,0.36,0.17
OR2_7840_7970,3,114.2235765,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.249300,0.249300,0.100000,0.0001,0.001000,2.65,0.205000,0.205000,0.100000,0,10,10,50,0.47,0.36,0.17
OR5_7980_8200,3,91.59138826,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.163200,0.163200,0.100000,0.0001,0.001000,2.65,0.134700,0.134700,0.100000,0,10,10,50,0.47,0.36,0.17
OD3_8630_8720,3,143.4246537,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.225200,0.225200,0.100000,0.0001,0.001000,2.65,0.200300,0.200300,0.100000,0,10,10,50,0.47,0.36,0.17
OD1_9270_9110,3,86.46490459,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.010000,2.65,0.275600,0.275600,0.100000,0.0001,0.001000,2.65,0.234100,0.234100,0.100000,0,10,10,50,0.47,0.36,0.17
OR2_7650_8070,3,102.1823842,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.000100,2.65,1.695000,0.193222,0.151370,0.0001,0.100E-04,2.65,1.695000,0.170772,0.140470,0,10,10,50,0.47,0.36,0.17
OR2_7780_7890,3,145.0780315,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.151000,0.151000,0.100000,0.0001,0.001000,2.65,0.125100,0.125100,0.100000,0,10,10,50,0.47,0.36,0.17
OR1_8320_8271,3,80.62843973,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.000100,2.65,2.101000,0.308800,0.024247,0.0001,0.100E-04,2.65,2.101000,0.239300,0.007835,0,10,10,50,0.47,0.36,0.17
OD3_8720_8900,3,171.9791844,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.228400,0.228400,0.100000,0.0001,0.001000,2.65,0.195200,0.195200,0.100000,0,10,10,50,0.47,0.36,0.17
OD1_8910_8930,3,69.99894874,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.000973,2.65,2.983000,0.887010,0.008600,0.0001,0.000097,2.65,2.983000,0.778319,0.102837,0,10,10,50,0.47,0.36,0.17
OD3_8930_8931,3,89.85130784,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.235600,0.235600,0.100000,0.0001,0.001000,2.65,0.202400,0.202400,0.100000,0,10,10,50,0.47,0.36,0.17
OR2_8070_8120,3,119.1227163,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.134600,0.134600,0.100000,0.0001,0.001000,2.65,0.112900,0.112900,0.100000,0,10,10,50,0.47,0.36,0.17
OR2_8460_8271,3,138.2201328,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.000100,2.65,1.335000,0.169800,0.001000,0.0001,0.100E-04,2.65,1.335000,0.122200,0.007472,0,10,10,50,0.47,0.36,0.17
OR1_8280_8020,3,82.90023445,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,1.055000,1.055000,0.100000,0.0001,0.001000,2.65,0.913300,0.913300,0.100000,0,10,10,50,0.47,0.36,0.17
OD2_8840_9020,3,81.67797539,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.814100,0.814100,0.100000,0.0001,0.001000,2.65,0.708000,0.708000,0.100000,0,10,10,50,0.47,0.36,0.17
OD3_9020_9110,3,138.9014505,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.294600,0.294600,0.100000,0.0001,0.001000,2.65,0.251800,0.251800,0.100000,0,10,10,50,0.47,0.36,0.17
OR2_8020_8130,3,127.5282237,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.367100,0.367100,0.100000,0.0001,0.001000,2.65,0.322500,0.322500,0.100000,0,10,10,50,0.47,0.36,0.17
OR2_8130_7900,3,134.0278787,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.367300,0.367300,0.100000,0.0001,0.001000,2.65,0.309700,0.309700,0.100000,0,10,10,50,0.47,0.36,0.17
OR2_7900_7740,3,155.2681673,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.274500,0.274500,0.100000,0.0001,0.001000,2.65,0.231300,0.231300,0.100000,0,10,10,50,0.47,0.36,0.17
OD3_8931_9140,3,131.0787912,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.335600,0.335600,0.100000,0.0001,0.001000,2.65,0.286700,0.286700,0.100000,0,10,10,50,0.47,0.36,0.17
OD4_9110_9140,3,184.6947551,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.136900,0.136900,0.100000,0.0001,0.001000,2.65,0.114700,0.114700,0.100000,0,10,10,50,0.47,0.36,0.17
OD4_9140_8990,3,233.5505957,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.076390,0.076390,0.100000,0.0001,0.001000,2.65,0.062340,0.062340,0.100000,0,10,10,50,0.47,0.36,0.17
OR3_7740_8271,3,180.1731843,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.456700,0.456700,0.100000,0.0001,0.001000,2.65,0.391800,0.391800,0.100000,0,10,10,50,0.47,0.36,0.17
OR4_8271_8120,3,24592.72388,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.005,0.005,0.000100,0.0001,0.001000,2.65,0.005,0.005,0.000100,0,10,10,50,0.47,0.36,0.17
OR4_8120_7890,3,304.1165129,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.154200,0.154200,0.100000,0.0001,0.001000,2.65,0.124700,0.124700,0.100000,0,10,10,50,0.47,0.36,0.17
OR5_7890_7970,3,349.5242015,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.321900,0.321900,0.100000,0.0001,0.001000,2.65,0.249400,0.249400,0.100000,0,10,10,50,0.47,0.36,0.17
OD4_8990_8900,3,243.9368,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.131300,0.131300,0.100000,0.0001,0.001000,2.65,0.107700,0.107700,0.100000,0,10,10,50,0.47,0.36,0.17
OD5_8900_8770,3,312.0303666,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.217200,0.217200,0.100000,0.0001,0.001000,2.65,0.179600,0.179600,0.100000,0,10,10,50,0.47,0.36,0.17
OD5_8770_8780,3,344.5098105,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.076920,0.076920,0.100000,0.0001,0.001000,2.65,0.062530,0.062530,0.100000,0,10,10,50,0.47,0.36,0.17
OD5_8780_8660,3,361.2781648,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.222300,0.222300,0.100000,0.0001,0.001000,2.65,0.180500,0.180500,0.100000,0,10,10,50,0.47,0.36,0.17
OR5_7970_8200,3,374.5201147,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.052880,0.052880,0.100000,0.0001,0.001000,2.65,0.039850,0.039850,0.100000,0,10,10,50,0.47,0.36,0.17
OD6_8660_8621,3,374.9998553,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.094770,0.094770,0.100000,0.0001,0.001000,2.65,0.078480,0.078480,0.100000,0,10,10,50,0.47,0.36,0.17
OD6_8621_8470,3,412.4335151,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.075610,0.075610,0.100000,0.0001,0.001000,2.65,0.064590,0.064590,0.100000,0,10,10,50,0.47,0.36,0.17
OR5_8200_8370,3,386.510569,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.060630,0.060630,0.100000,0.0001,0.001000,2.65,0.045780,0.045780,0.100000,0,10,10,50,0.47,0.36,0.17
OR5_8370_8410,3,387.8436254,100,0.5,0.005,0.25,2.5,0.100E-04,4.000000,0.0004,0.010000,2.65,0.124500,0.124500,0.100000,0.0001,0.001000,2.65,0.094170,0.094170,0.100000,0,10,10,50,0.47,0.36,0.17
OR5_8410_8470,3,409.3283299,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.073290,0.073290,0.100000,0.0001,0.001000,2.65,0.055420,0.055420,0.100000,0,10,10,50,0.47,0.36,0.17
OR7_8470_8490,3,31422.34079,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.005,0.005,0.000100,0.0001,0.001000,2.65,0.005,0.005,0.000100,0,10,10,50,0.47,0.36,0.17
NR1_8030_8051,3,59.09724869,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007803,2.65,2.183000,0.362347,0.001000,0.0001,0.000780,2.65,2.183000,0.318383,0.001000,0,10,10,50,0.47,0.36,0.17
NR1_7880_8050,3,55.54552834,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.007803,2.65,5.272000,0.544500,0.001000,0.0001,0.000780,2.65,5.272000,0.360200,0.001000,0,10,10,50,0.47,0.36,0.17
