 seg ,TOTN,TOTP
NR1_8030_8051,    4.0000,    1.7661
NR1_7880_8050,    4.0000,    1.7661
NR2_8210_8180,    4.0000,    1.7661
NR3_8420_8430,    4.0000,    1.7661
NR3_8290_8170,    4.0000,    1.7661
NR6_8180_8051,    4.0000,    1.7661
NR3_8690_8500,    0.7716,    0.2500
NR3_8430_7820,    4.0000,    1.7661
NR6_8170_7960,    4.0000,    1.7661
NR3_8740_8500,    0.7716,    0.2500
NR2_8600_8700,    0.7716,    0.2500
NR1_8820_8760,    0.7716,    0.2500
NR5_8700_8640,    0.7716,    0.2500
NR1_8960_8870,    0.9126,    0.4988
NR1_9150_9050,    0.9126,    0.4988
NR1_9030_9080,    0.9126,    0.4988
NR2_9250_9170,    0.9126,    0.4988
NR3_9310_9240,    0.9126,    0.4988
NR3_9190_9170,    0.9126,    0.4988
NR3_9170_9130,    0.9126,    0.4988
NR3_9240_9130,    0.9126,    0.4988
NR4_9130_9080,    0.9126,    0.4988
NR5_9080_9050,    0.9126,    0.4988
NR5_9050_8870,    0.9126,    0.4988
NR5_8870_8760,    0.7716,    0.2500
NR5_8760_8640,    0.7716,    0.2500
NR6_8640_8500,    0.7716,    0.2500
NR6_8500_7820,    4.0000,    1.7661
NR6_7820_7960,    4.0000,    1.7661
NR6_7960_8050,    4.0000,    1.7661
NR6_8050_8051,    4.0000,    1.7661
NR6_8051_8000,    4.0000,    1.7661
